PDatTime,Age,_BatchAge,_BatchAlarmCount,_BatchSync,ACID_T,AFOAM_T,Air_OV,Air_SP,BASE_T,CO2_SP,CO2_SP_T,EXT_1,EXT_2,FEED_WEIGHT,JTEMP,N2_SP,O2_SP,pH,PO2,STIRR,SUBS_A,SUBSA_T,TEMP,VWEIGHT,FEED_FLOW
1/22/20 20:14,5.66666666666667,5.625,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0,16.4625,0,0,6.065,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 20:19,5.75,5.70833333333333,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0,16.4625,0,0,6.0785,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 20:24,5.83333333333333,5.79166666666667,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0,16.4475,0,0,6.0925,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 20:29,5.91666666666667,5.875,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.395,0,0,6.1075,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 20:34,6,5.95833333333333,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.395,0,0,6.1275,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 20:39,6.08333333333333,6.04166666666667,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0,16.395,0,0,6.1405,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 20:44,6.16666666666667,6.125,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0,16.395,0,0,6.145,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 20:49,6.25,6.20833333333333,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0,16.395,0,0,6.1515,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 20:54,6.33333333333333,6.29166666666667,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0,16.4475,0,0,6.161,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 20:59,6.41666666666667,6.375,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.5,0,0,6.173,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 21:04,6.5,6.45833333333333,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.5,0,0,6.181,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 21:09,6.58333333333333,6.54166666666667,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0,16.4475,0,0,6.1835,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 21:14,6.66666666666667,6.625,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.395,0,0,6.1875,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 21:19,6.75,6.70833333333333,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.4325,0,0,6.183,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 21:24,6.83333333333333,6.79166666666667,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0,16.4325,0,0,6.1795,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 21:29,6.91666666666667,6.875,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.4475,0,0,6.1885,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 21:34,7,6.95833333333333,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.5,0,0,6.1975,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 21:39,7.08333333333333,7.04166666666667,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0,16.5,0,0,6.1995,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 21:44,7.16666666666667,7.125,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.5,0,0,6.204,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 21:49,7.25,7.20833333333333,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.7,16.4475,0,0,6.2115,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 21:54,7.33333333333333,7.29166666666667,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.395,0,0,6.213,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 21:59,7.41666666666667,7.375,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.395,0,0,6.2105,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 22:04,7.5,7.45833333333333,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.7,16.395,0,0,6.215,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 22:09,7.58333333333333,7.54166666666667,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.395,0,0,6.22,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 22:14,7.66666666666667,7.625,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0,16.4475,0,0,6.207,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 22:19,7.75,7.70833333333333,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.4475,0,0,6.195,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 22:24,7.83333333333333,7.79166666666667,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.4475,0,0,6.1945,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 22:29,7.91666666666667,7.875,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0,16.5,0,0,6.197,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 22:34,8,7.95833333333333,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.4475,0,0,6.201,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 22:39,8.08333333333333,8.04166666666667,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.395,0,0,6.204,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 22:44,8.16666666666667,8.125,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0,16.4475,0,0,6.2045,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 22:49,8.25,8.20833333333333,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0,16.5,0,0,6.205,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 22:54,8.33333333333333,8.29166666666667,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.485,0,0,6.2115,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 22:59,8.41666666666667,8.375,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.485,0,0,6.215,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 23:04,8.5,8.45833333333333,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.5,0,0,6.2165,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 23:09,8.58333333333333,8.54166666666667,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.4475,0,0,6.219,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 23:14,8.66666666666667,8.625,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0,16.395,0,0,6.2235,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 23:19,8.75,8.70833333333333,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0,16.395,0,0,6.233,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 23:24,8.83333333333333,8.79166666666667,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.4475,0,0,6.2425,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 23:29,8.91666666666667,8.875,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.7,16.5,0,0,6.2485,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 23:34,9,8.95833333333333,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.7,16.5,0,0,6.245,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 23:39,9.08333333333333,9.04166666666667,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.5,0,0,6.237,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 23:44,9.16666666666667,9.125,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.5,0,0,6.236,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 23:49,9.25,9.20833333333333,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.7,16.5,0,0,6.2355,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 23:54,9.33333333333333,9.29166666666667,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.7,16.4475,0,0,6.241,-2.65,100,0,3744.6,16.005,0.64,0
1/22/20 23:59,9.41666666666667,9.375,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.4325,0,0,6.256,-2.65,100,0,3744.6,16.005,0.64,0
1/23/20 0:04,9.5,9.45833333333333,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.485,0,0,6.2665,-2.65,100,0,3744.6,16.005,0.64,0
1/23/20 0:09,9.58333333333333,9.54166666666667,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.7,16.4475,0,0,6.27,-2.65,100,0,3744.6,16.005,0.64,0
1/23/20 0:14,9.66666666666667,9.625,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.4475,0,0,6.2735,-2.65,100,0,3744.6,16.005,0.64,0
1/23/20 0:19,9.75,9.70833333333333,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0,16.5,0,0,6.2795,-2.65,100,0,3744.6,16.005,0.64,0
1/23/20 0:24,9.83333333333333,9.79166666666667,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.4475,0,0,6.282,-2.65,100,0,3744.6,16.005,0.64,0
1/23/20 0:29,9.91666666666667,9.875,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.7,16.395,0,0,6.282,-2.65,100,0,3744.6,16.005,0.64,0
1/23/20 0:34,10,9.95833333333333,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.7,16.395,0,0,6.2865,-2.65,100,0,3744.6,16.005,0.6432,0
1/23/20 0:39,10.0833333333333,10.0416666666667,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.7,16.395,0,0,6.2945,-2.65,100,0,3744.6,16.005,0.6464,0
1/23/20 0:44,10.1666666666667,10.125,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.4475,0,0,6.304,-2.65,100,0,3744.6,16.005,0.6464,0
1/23/20 0:49,10.25,10.2083333333333,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0,16.4475,0,0,6.3125,-2.65,100,0,3744.6,16.005,0.6464,0
1/23/20 0:54,10.3333333333333,10.2916666666667,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.4475,0,0,6.315,-2.65,100,0,3744.6,16.005,0.6464,0
1/23/20 0:59,10.4166666666667,10.375,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.7,16.4475,0,0,6.3105,-2.65,100,0,3744.6,16.005,0.6464,0
1/23/20 1:04,10.5,10.4583333333333,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.4475,0,0,6.309,-2.65,100,0,3744.6,16.005,0.6464,0
1/23/20 1:09,10.5833333333333,10.5416666666667,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0,16.5,0,0,6.3125,-2.65,100,0,3744.6,16.005,0.6464,0
1/23/20 1:14,10.6666666666667,10.625,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0,16.4475,0,0,6.3175,-2.65,100,0,3744.6,16.005,0.6464,0
1/23/20 1:19,10.75,10.7083333333333,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.4475,0,0,6.3195,-2.65,100,0,3744.6,16.005,0.6464,0
1/23/20 1:24,10.8333333333333,10.7916666666667,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.5,0,0,6.321,-2.65,100,0,3744.6,16.005,0.6464,0
1/23/20 1:29,10.9166666666667,10.875,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.4475,0,0,6.326,-2.65,100,0,3744.6,16.005,0.6464,0
1/23/20 1:34,11,10.9583333333333,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.4475,0,0,6.3315,-2.65,100,0,3744.6,16.005,0.6464,0
1/23/20 1:39,11.0833333333333,11.0416666666667,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0,16.5,0,0,6.3375,-2.65,100,0,3744.6,16.005,0.6464,0
1/23/20 1:44,11.1666666666667,11.125,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0,16.5,0,0,6.328,-2.65,100,0,3744.6,16.005,0.6464,0
1/23/20 1:49,11.25,11.2083333333333,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.4475,0,0,6.315,-2.65,100,0,3744.6,16.005,0.6464,0
1/23/20 1:54,11.3333333333333,11.2916666666667,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.4475,0,0,6.3115,-2.65,100,0,3744.6,16.005,0.6464,0
1/23/20 1:59,11.4166666666667,11.375,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0,16.5,0,0,6.314,-2.65,100,0,3744.6,16.005,0.6464,0
1/23/20 2:04,11.5,11.4583333333333,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.4475,0,0,6.3295,-2.65,100,0,3744.6,16.005,0.6464,0
1/23/20 2:09,11.5833333333333,11.5416666666667,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.7,16.395,0,0,6.3455,-2.65,100,0,3744.6,16.005,0.6464,0
1/23/20 2:14,11.6666666666667,11.625,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.4475,0,0,6.3475,-2.65,100,0,3744.6,16.005,0.6464,0
1/23/20 2:19,11.75,11.7083333333333,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.35,16.5,0,0,6.3455,-2.65,100,0,3744.6,16.005,0.6464,0
1/23/20 2:24,11.8333333333333,11.7916666666667,0,0,4662.7,20.35,0,0,1.1,0,1828,0,0,0.7,16.4475,0,0,6.346,-2.65,100,0,3744.6,16.005,0.6464,0
